sampledSeconds_0,sampledSeconds_1,sampledSeconds_2,sampledSeconds_3,traveltime_0,traveltime_1,traveltime_2,traveltime_3,overlapTraveltime_0,overlapTraveltime_1,overlapTraveltime_2,overlapTraveltime_3,density_0,density_1,density_2,density_3,laneDensity_0,laneDensity_1,laneDensity_2,laneDensity_3,occupancy_0,occupancy_1,occupancy_2,occupancy_3,waitingTime_0,waitingTime_1,waitingTime_2,waitingTime_3,timeLoss_0,timeLoss_1,timeLoss_2,timeLoss_3,speed_0,speed_1,speed_2,speed_3,speedRelative_0,speedRelative_1,speedRelative_2,speedRelative_3,entered_0,entered_1,entered_2,entered_3,left_0,left_1,left_2,left_3,Avg_Vehicle_on_the_lane_0,Avg_Vehicle_on_the_lane_1,Avg_Vehicle_on_the_lane_2,Avg_Vehicle_on_the_lane_3,Avg_Volume_0,Avg_Volume_1,Avg_Volume_2,Avg_Volume_3,Total_travelled_distance_0,Total_travelled_distance_1,Total_travelled_distance_2,Total_travelled_distance_3,Avg_waitingtime_0,Avg_waitingtime_1,Avg_waitingtime_2,Avg_waitingtime_3,Prev_lat_sig_0,Prev_lat_sig_1,Prev_lat_sig_2,Prev_lat_sig_3,Prev_lon_sig_0,Prev_lon_sig_1,Prev_lon_sig_2,Prev_lon_sig_3,Next_lat_sig_0,Next_lat_sig_1,Next_lat_sig_2,Next_lat_sig_3,Next_lon_sig_0,Next_lon_sig_1,Next_lon_sig_2,Next_lon_sig_3,Prev_include_edge_cnt_0,Prev_include_edge_cnt_1,Prev_include_edge_cnt_2,Prev_include_edge_cnt_3,Next_include_edge_cnt_0,Next_include_edge_cnt_1,Next_include_edge_cnt_2,Next_include_edge_cnt_3,Green_time_0,Green_time_1,Green_time_2,Green_time_3,Length_0,Length_1,Length_2,Length_3,Speed_limit_0,Speed_limit_1,Speed_limit_2,Speed_limit_3,priority_0,priority_1,priority_2,priority_3,time
149.03,4.31,18.01,-1,78.39,4.87,30.76,-1,80.48,7.59,26.82,-1,129.58,60.39,45.26,-1,32.39,20.13,15.09,-1,15.94,9.3,7.16,-1,109,1,9,-1,130.03,3.81,14.78,-1,1.85,1.84,2.04,-1,0.13,0.13,0.15,-1,3,1,0,-1,2,0,3,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,213023.53,212969.58,212989.38,0,451299.65,451449.54,451522.35,0,213001.95,0,213023.53,212893.09,451493.45,0,451299.65,451433.2,4,3,3,-1,3,-1,4,2,38,37,38,-1,143.76,8.93,49.75,-1,13.89,13.89,13.89,-1,7,6,7,-1,1168
23.21,-1,25.07,25,20.7,-1,56.6,10.65,17.93,-1,54.3,14.35,119.29,-1,21.84,71.71,29.82,-1,5.46,17.93,13.87,-1,2.47,8.86,11,-1,11,5,20.41,-1,19.8,18.99,1.64,-1,2.73,3.39,0.12,-1,0.2,0.24,0,-1,2,0,3,-1,3,1,0,-1,0,0.125,0,-1,0,20.56068,0,-1,0,1.99,0,-1,0,0,213046.77,0,212989.97,213098.26,451255.58,0,451459.17,451297.86,212989.97,213098.26,213067.1,212975.57,451459.17,451297.86,451176.18,451424.61,4,-1,4,4,4,2,3,2,38,-1,38,37,24.32,-1,143.49,43.58,13.89,-1,13.89,13.89,7,-1,7,6,1168
0,0,16,-1,0,0,56.62,-1,0,0,46.91,-1,0,0,18.93,-1,0,0,6.31,-1,0,0,2.79,-1,0,0,7,-1,0,0,13.41,-1,0,0,2.36,-1,0,0,0.17,-1,0,0,1,-1,0,0,3,-1,1,0,0,-1,499.43628,0,0,-1,43.92,0,0,-1,0,0,0,-1,213095.72,213001.5,213023.53,0,451124.24,451125.4,451299.65,0,213046.77,0,213095.72,213001.5,451255.58,0,451124.24,451125.4,3,2,3,-1,3,-1,3,2,38,37,38,-1,39.58,70,105.66,-1,13.89,13.89,13.89,-1,7,5,7,-1,1168
0,-1,120.79,0,0,-1,71.96,0,0,-1,70.93,0,0,-1,68.48,0,0,-1,34.24,0,0,-1,16.98,0,0,-1,48,0,0,-1,97.86,0,0,-1,3.18,0,0,-1,0.19,0,0,-1,0,0,0,-1,4,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,211779.55,0,211641.52,211806.67,452558.81,0,452890.24,452708.18,211641.52,211806.67,211805.72,0,452890.24,452708.18,452496.12,0,3,-1,2,3,1,2,2,-1,35,-1,6,34,116.77,-1,220.5,50.03,16.67,-1,16.67,19.44,7,-1,7,6,1176
0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,211987.12,211931.47,0,212060.38,452728.88,452763.22,0,452807.52,0,212060.38,211987.12,211931.47,0,452807.52,452728.88,452763.22,3,2,-1,3,-1,2,2,2,34,35,-1,6,42.65,32.87,-1,78.24,22.22,22.22,-1,22.22,6,6,-1,6,1176
40,11.48,0,0,65.47,32.91,0,0,71.92,33.74,0,0,98.43,7.18,0,0,32.81,2.39,0,0,16.4,1.18,0,0,29,8,0,0,37.77,8.1,0,0,0.78,6.07,0,0,0.06,0.27,0,0,0,1,0,0,0,0,0,0,0,0,0,0.125,0,0,0,6.58476,0,0,0,2.01,0,0,0,0,212259.57,212060.38,212173.41,212297.49,452906.34,452807.52,452984.81,453068.45,212173.41,212297.49,212259.57,212060.38,452984.81,453068.45,452906.34,452807.52,3,3,2,3,2,2,2,2,29,29,29,29,50.8,199.73,23.46,136.71,13.89,22.22,8.33,13.89,6,6,4,6,1176
3.36,8,3.73,-1,15.73,412.77,1.59,-1,15.39,484.08,2.17,-1,5.25,34.55,36.91,-1,1.31,11.52,9.23,-1,0.5,5.76,3.64,-1,0,7,0,-1,2.03,7.96,1.43,-1,5.52,0.07,8.13,-1,0.4,0.01,0.59,-1,0,0,1,-1,2,0,2,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,213095.21,212991.19,213015.67,0,453261.13,453340.21,453386.75,0,213015.67,0,213095.21,212991.19,453386.75,0,453261.13,453340.21,4,3,4,-1,3,-1,3,2,24,24,24,-1,79.92,28.94,12.63,-1,13.89,13.89,13.89,-1,6,5,6,-1,1176
2.89,-1,0,32,1.12,-1,0,39.91,1.58,-1,0,41.01,37.03,-1,0,22.13,12.34,-1,0,7.38,4.44,-1,0,3.69,0,-1,0,7,1.11,-1,0,13.54,9.33,-1,0,4.53,0.56,-1,0,0.54,1,-1,0,0,2,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,211859.48,0,213181.76,213435.07,452368.23,0,453101.95,453003.92,211846.53,213435.07,213254.25,0,452396.24,453003.92,452951.85,0,3,-1,4,3,2,3,3,-1,38,-1,38,37,9.75,-1,123.3,180.76,16.67,-1,13.89,8.33,7,-1,6,4,1176
23.11,-1,20.67,0,12.2,-1,10.57,0,12.56,-1,10.64,0,16.83,-1,45.35,0,8.41,-1,11.34,0,4.09,-1,5.4,0,0,-1,0,0,2.59,-1,13.63,0,14.07,-1,5.83,0,0.84,-1,0.35,0,3,-1,0,0,0,-1,4,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,211846.53,0,211823.4,211987.98,452396.24,0,452452.84,452434.73,211641.52,211987.98,211859.48,0,452890.24,452434.73,452368.23,0,2,-1,4,3,1,2,3,-1,35,-1,6,34,171.69,-1,56.98,126.01,16.67,-1,16.67,22.22,7,-1,7,6,1176
0,4.79,21.6,0,0,4.38,7.78,0,0,4.79,8.21,0,0,10.95,26.13,0,0,2.19,5.23,0,0,1,2.5,0,0,0,0,0,0,0.3,2.24,0,0,12.46,13.2,0,0,0.9,0.95,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211894.68,211811.17,211859.48,211916.36,452070.56,452200.19,452368.23,452225.77,211859.48,212063.04,211805.72,211440.39,452368.23,452221.08,452496.12,452103.95,2,5,5,5,3,3,2,3,29,29,29,29,105.91,54.72,103.34,6.47,22.22,13.89,13.89,13.89,6,9,7,9,1176
2.1,-1,56,67.26,1.43,-1,0,24.89,2.1,-1,100000,25.62,21.74,-1,142.28,49.41,7.25,-1,47.43,16.47,2.62,-1,22.49,8.13,0,-1,56,19,0.47,-1,56,33.76,8.12,-1,0,6.84,0.58,-1,0,0.49,1,-1,0,4,1,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,212852.99,0,212804.38,213026.06,452415.03,0,452496,452484.71,212748.61,0,212852.99,212747.44,452551.29,0,452415.03,452404.17,3,-1,3,3,2,-1,3,3,30,-1,20,26,12.1,-1,49.2,170.18,13.89,-1,13.89,13.89,6,-1,6,9,1176
0,48,4.68,-1,0,65.11,19.29,-1,0,66.31,11.28,-1,0,22.14,48.31,-1,0,7.38,16.1,-1,0,3.69,7.04,-1,0,32,2,-1,0,32.91,3.86,-1,0,4.16,1.52,-1,0,0.3,0.11,-1,0,0,0,-1,0,0,1,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,212873.56,212590.49,212838.9,0,452361.55,452311.76,452442.96,0,212838.9,212929.98,212873.56,0,452442.96,452448.84,452361.55,0,2,3,3,-1,3,3,2,-1,38,37,6,-1,43.73,271,12.1,-1,13.89,13.89,13.89,-1,6,9,6,-1,1176
1.57,-1,124,76,1.19,-1,60.22,52.28,1.57,-1,58.05,55.35,12.78,-1,122.47,111.69,3.19,-1,40.82,37.23,1.2,-1,20.02,18.61,0,-1,55,39,0.05,-1,103.38,67.42,12.97,-1,2.27,1.63,0.93,-1,0.16,0.12,1,-1,0,0,1,-1,6,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,213383.65,0,213359.56,213516.3,452432.38,0,452604.78,452465.64,213359.56,0,213383.65,213242.67,452604.78,0,452432.38,452467.92,4,-1,3,3,3,-1,4,3,38,-1,38,37,15.35,-1,126.57,85.06,13.89,-1,13.89,13.89,6,-1,6,7,1176
2.48,15.2,23.3,-1,6.92,4.36,2.91,-1,7.27,4.75,4.16,-1,3.54,37.25,189.75,-1,1.77,12.42,47.44,-1,0.82,5.75,17.4,-1,0,0,4,-1,0.13,0.97,14.64,-1,12.74,11.78,4.89,-1,0.92,0.85,0.35,-1,0,2,6,-1,1,4,5,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,213389.93,213283.12,213385.29,0,452295.98,452440.1,452459.55,0,213385.29,213517.96,213385.89,0,452459.55,452439.18,452331.24,0,2,3,4,-1,4,3,2,-1,38,37,38,-1,87.56,51,15.35,-1,13.89,13.89,13.89,-1,6,8,6,-1,1176
0,20.24,48,60.19,0,8.5,5666.01,42.05,0,8.92,6326.08,39.48,0,23.82,139.79,71.98,0,7.94,46.6,17.99,0,3.77,22.81,8.77,0,0,48,19,0,1.79,47.98,47.99,0,12.47,0.01,2.77,0,0.9,0,0.2,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211748.74,211644.12,211775.72,211876.01,451769.58,451841.31,451853.73,451748.32,211775.72,212021.04,211748.74,211644.12,451853.73,451702.13,451769.58,451841.31,2,3,3,4,2,3,2,2,29,29,29,29,11.33,106.25,42.92,104.53,8.33,13.89,22.22,13.89,5,7,6,7,1176
0,17.48,16,7.09,0,4.6,31.71,7.96,0,6.23,33.43,8.1,0,63.42,21.65,15.51,0,21.14,10.83,5.17,0,8.23,5.41,2.42,0,0,4,0,0,9.47,9.59,3.47,0,6.33,2.91,7.67,0,0.46,0.35,0.55,0,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211785.99,211732.56,211736.94,211841.83,451141.95,451158.93,451276.89,451199.27,211736.94,211841.83,211785.99,211318.99,451276.89,451199.27,451141.95,451077.68,2,3,2,3,2,2,2,2,37,38,37,38,23.38,34.45,92.36,57.17,8.33,13.89,8.33,13.89,5,6,5,6,1176
16,1.14,-1,0,2682.64,5.13,-1,0,2911.3,7.6,-1,0,34.09,3.81,-1,0,8.52,0.76,-1,0,4.26,0.26,-1,0,15,0,-1,0,15.97,0.63,-1,0,0.02,5.58,-1,0,0,0.4,-1,0,0,1,-1,0,0,1,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,213617.16,213517.45,0,213621.13,452036.04,452080.24,0,452132.51,0,213665.4,211805.72,213494.63,0,452155.71,452496.12,452087.44,4,5,-1,4,-1,3,2,4,37,38,-1,38,58.66,37.37,-1,26.84,13.89,13.89,-1,13.89,6,7,-1,7,1176
-1,0,0,0.9,-1,0,0,6.43,-1,0,0,6.93,-1,0,0,1.75,-1,0,0,0.44,-1,0,0,0.16,-1,0,0,0,-1,0,0,0.06,-1,0,0,10.03,-1,0,0,0.72,-1,0,0,1,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,213281.6,213399.22,213494.63,0,452005.7,452105.64,452087.44,213399.22,213484.54,0,213281.6,452105.64,452072.34,0,452005.7,-1,4,3,4,2,3,-1,3,-1,38,37,38,-1,115.99,26.81,64.56,-1,13.89,13.89,13.89,-1,7,6,7,1176
-1,0,0,5.02,-1,0,0,8.33,-1,0,0,8.37,-1,0,0,12.75,-1,0,0,6.38,-1,0,0,2.82,-1,0,0,0,-1,0,0,2.48,-1,0,0,6.48,-1,0,0,0.47,-1,0,0,0,-1,0,0,2,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,212651.04,212671.78,212801.8,0,451704.74,451811.25,451707.22,212671.78,212801.8,0,212651.04,451811.25,451707.22,0,451704.74,-1,2,2,2,2,2,-1,3,-1,38,37,38,-1,63.67,106.63,49.17,-1,13.89,8.33,13.89,-1,7,4,7,1176
3.71,0,0,-1,106.32,0,0,-1,30.6,0,0,-1,10.4,0,0,-1,2.08,0,0,-1,0.88,0,0,-1,2,0,0,-1,3.23,0,0,-1,1.62,0,0,-1,0.12,0,0,-1,0,0,0,-1,1,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,213001.95,212954.11,213124.36,0,451493.45,451613.82,451697.44,0,213124.36,0,212989.38,212965.6,451697.44,0,451522.35,451626.45,5,5,3,-1,3,-1,3,3,36,15,36,-1,44.56,24.71,83.82,-1,13.89,13.89,13.89,-1,7,7,7,-1,1176
161.74,8.9,0,-1,105.52,9.47,0,-1,107.46,14.77,0,-1,140.64,124.56,0,-1,35.16,41.52,0,-1,17.45,20.13,0,-1,75,8,0,-1,144.58,8.3,0,-1,1.38,0.94,0,-1,0.1,0.07,0,-1,2,1,0,-1,1,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,213023.53,212969.58,212989.38,0,451299.65,451449.54,451522.35,0,213001.95,0,213023.53,212893.09,451493.45,0,451299.65,451433.2,4,3,3,-1,3,-1,4,2,38,37,38,-1,143.76,8.93,49.75,-1,13.89,13.89,13.89,-1,7,6,7,-1,1176
1.08,-1,29.5,37,3.1,-1,15.18,113.27,3.69,-1,18.12,126.27,5.53,-1,25.7,106.13,1.38,-1,6.43,26.53,0.5,-1,3.08,13.27,0,-1,2,24,0.42,-1,8.91,35.92,7.94,-1,8.19,0.38,0.57,-1,0.59,0.03,0,-1,1,0,1,-1,1,0,0,-1,0,0.125,0,-1,0,20.56068,0,-1,0,1.99,0,-1,0,0,213046.77,0,212989.97,213098.26,451255.58,0,451459.17,451297.86,212989.97,213098.26,213067.1,212975.57,451459.17,451297.86,451176.18,451424.61,4,-1,4,4,4,2,3,2,38,-1,38,37,24.32,-1,143.49,43.58,13.89,-1,13.89,13.89,7,-1,7,6,1176
0,0,7.73,-1,0,0,8.31,-1,0,0,8.69,-1,0,0,9.15,-1,0,0,3.05,-1,0,0,1.49,-1,0,0,0,-1,0,0,0.35,-1,0,0,12.73,-1,0,0,0.92,-1,0,0,0,-1,0,0,1,-1,1,0,0,-1,499.43628,0,0,-1,43.92,0,0,-1,0,0,0,-1,213095.72,213001.5,213023.53,0,451124.24,451125.4,451299.65,0,213046.77,0,213095.72,213001.5,451255.58,0,451124.24,451125.4,3,2,3,-1,3,-1,3,2,38,37,38,-1,39.58,70,105.66,-1,13.89,13.89,13.89,-1,7,5,7,-1,1176
7.62,-1,106.51,7.81,8.1,-1,38.97,3.24,8.45,-1,38.85,3.9,8.16,-1,60.38,19.51,2.72,-1,30.19,6.5,1.27,-1,14.98,2.84,0,-1,6,0,0.69,-1,71.03,2.43,14.42,-1,5.8,14.09,0.86,-1,0.35,0.73,3,-1,0,2,0,-1,5,2,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,211779.55,0,211641.52,211806.67,452558.81,0,452890.24,452708.18,211641.52,211806.67,211805.72,0,452890.24,452708.18,452496.12,0,3,-1,2,3,1,2,2,-1,35,-1,6,34,116.77,-1,220.5,50.03,16.67,-1,16.67,19.44,7,-1,7,6,1184
0,0,-1,6.39,0,0,-1,6.49,0,0,-1,6.91,0,0,-1,10.22,0,0,-1,3.41,0,0,-1,1.67,0,0,-1,0,0,0,-1,3.11,0,0,-1,12.05,0,0,-1,0.54,0,0,-1,1,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,211987.12,211931.47,0,212060.38,452728.88,452763.22,0,452807.52,0,212060.38,211987.12,211931.47,0,452807.52,452728.88,452763.22,3,2,-1,3,-1,2,2,2,34,35,-1,6,42.65,32.87,-1,78.24,22.22,22.22,-1,22.22,6,6,-1,6,1184
49.75,16,0,0,33.99,24.6,0,0,37.34,25.22,0,0,122.42,10.01,0,0,40.81,3.34,0,0,20.15,1.67,0,0,40,8,0,0,43.79,9.69,0,0,1.49,8.12,0,0,0.11,0.37,0,0,3,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,6.58476,0,0,0,2.01,0,0,0,0,212259.57,212060.38,212173.41,212297.49,452906.34,452807.52,452984.81,453068.45,212173.41,212297.49,212259.57,212060.38,452984.81,453068.45,452906.34,452807.52,3,3,2,3,2,2,2,2,29,29,29,29,50.8,199.73,23.46,136.71,13.89,22.22,8.33,13.89,6,6,4,6,1184
2.77,8,0.43,-1,5.82,0,0.93,-1,6.18,100000,1.3,-1,4.34,34.55,4.25,-1,1.09,11.52,1.06,-1,0.51,5.76,0.3,-1,0,8,0,-1,0.04,8,0.03,-1,13.73,0,13.58,-1,0.99,0,0.98,-1,1,0,1,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,213095.21,212991.19,213015.67,0,453261.13,453340.21,453386.75,0,213015.67,0,213095.21,212991.19,453386.75,0,453261.13,453340.21,4,3,4,-1,3,-1,3,2,24,24,24,-1,79.92,28.94,12.63,-1,13.89,13.89,13.89,-1,6,5,6,-1,1184
0.29,-1,7.19,32,0.97,-1,8.84,143.99,1.46,-1,9.2,149.97,3.69,-1,7.29,22.13,1.23,-1,1.82,7.38,0.18,-1,0.89,3.43,0,-1,0,24,0.12,-1,0.35,27.01,10.07,-1,13.95,1.24,0.6,-1,1,0.15,1,-1,1,0,0,-1,0,1,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,211859.48,0,213181.76,213435.07,452368.23,0,453101.95,453003.92,211846.53,213435.07,213254.25,0,452396.24,453003.92,452951.85,0,3,-1,4,3,2,3,3,-1,38,-1,38,37,9.75,-1,123.3,180.76,16.67,-1,13.89,8.33,7,-1,6,4,1184
23.66,-1,3.28,0,11.97,-1,3.37,0,12.32,-1,3.67,0,17.23,-1,7.19,0,8.61,-1,1.8,0,4.21,-1,0.86,0,0,-1,0,0,1.89,-1,0.19,0,14.34,-1,16.9,0,0.86,-1,1.01,0,0,-1,1,0,3,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,211846.53,0,211823.4,211987.98,452396.24,0,452452.84,452434.73,211641.52,211987.98,211859.48,0,452890.24,452434.73,452368.23,0,2,-1,4,3,1,2,3,-1,35,-1,6,34,171.69,-1,56.98,126.01,16.67,-1,16.67,22.22,7,-1,7,6,1184
0,10.68,32.99,3.16,0,4.78,8.8,0.55,0,5.34,9.53,1.05,0,24.4,39.91,61.07,0,4.88,7.98,12.21,0,2.21,3.78,3.41,0,0,0,0,0,1.71,6.37,0.39,0,11.18,11.37,10.89,0,0.81,0.82,0.78,0,2,2,3,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211894.68,211811.17,211859.48,211916.36,452070.56,452200.19,452368.23,452225.77,211859.48,212063.04,211805.72,211440.39,452368.23,452221.08,452496.12,452103.95,2,5,5,5,3,3,2,3,29,29,29,29,105.91,54.72,103.34,6.47,22.22,13.89,13.89,13.89,6,9,7,9,1184
0,-1,56,101.9,0,-1,0,31.86,0,-1,100000,33,0,-1,142.28,74.85,0,-1,47.43,24.95,0,-1,22.49,12.38,0,-1,56,48,0,-1,56,62.05,0,-1,0,5.31,0,-1,0,0.38,0,-1,0,3,0,-1,0,2,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,212852.99,0,212804.38,213026.06,452415.03,0,452496,452484.71,212748.61,0,212852.99,212747.44,452551.29,0,452415.03,452404.17,3,-1,3,3,2,-1,3,3,30,-1,20,26,12.1,-1,49.2,170.18,13.89,-1,13.89,13.89,6,-1,6,9,1184
0,50.66,0,-1,0,111.01,0,-1,0,113.06,0,-1,0,23.37,0,-1,0,7.79,0,-1,0,3.88,0,-1,0,37,0,-1,0,41.61,0,-1,0,2.44,0,-1,0,0.18,0,-1,0,1,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,212873.56,212590.49,212838.9,0,452361.55,452311.76,452442.96,0,212838.9,212929.98,212873.56,0,452442.96,452448.84,452361.55,0,2,3,3,-1,3,3,2,-1,38,37,6,-1,43.73,271,12.1,-1,13.89,13.89,13.89,-1,6,9,6,-1,1184
0,-1,81.01,80,0,-1,26.21,861.66,0,-1,26.71,912.31,0,-1,80.01,117.56,0,-1,26.67,39.19,0,-1,12.98,19.59,0,-1,9,72,0,-1,52.76,79.47,0,-1,4.93,0.1,0,-1,0.35,0.01,0,-1,0,0,0,-1,6,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,213383.65,0,213359.56,213516.3,452432.38,0,452604.78,452465.64,213359.56,0,213383.65,213242.67,452604.78,0,452432.38,452467.92,4,-1,3,3,3,-1,4,3,38,-1,38,37,15.35,-1,126.57,85.06,13.89,-1,13.89,13.89,6,-1,6,7,1184
0,4.82,17.8,-1,0,4.28,2.18,-1,0,5.25,2.84,-1,0,11.82,144.94,-1,0,3.94,36.24,-1,0,1.68,14.33,-1,0,0,0,-1,0,0.77,7.32,-1,0,10.67,7.16,-1,0,0.77,0.52,-1,0,1,6,-1,0,1,7,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,213389.93,213283.12,213385.29,0,452295.98,452440.1,452459.55,0,213385.29,213517.96,213385.89,0,452459.55,452439.18,452331.24,0,2,3,4,-1,4,3,2,-1,38,37,38,-1,87.56,51,15.35,-1,13.89,13.89,13.89,-1,6,8,6,-1,1184
4.5,25.47,48,26.84,4.94,8.17,100000,12.49,7.12,8.59,100000,12.74,49.66,29.96,139.79,32.1,24.83,9.99,46.6,8.02,11.54,4.76,22.84,3.89,1,0,48,0,3.43,2.34,48,9.68,2.29,12.95,0,8.6,0.28,0.93,0,0.62,1,2,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211748.74,211644.12,211775.72,211876.01,451769.58,451841.31,451853.73,451748.32,211775.72,212021.04,211748.74,211644.12,451853.73,451702.13,451769.58,451841.31,2,3,3,4,2,3,2,2,29,29,29,29,11.33,106.25,42.92,104.53,8.33,13.89,22.22,13.89,5,7,6,7,1184
0,1.24,16,0,0,9.25,76209.84,0,0,9.59,80335.53,0,0,4.49,21.65,0,0,1.5,10.83,0,0,0.41,5.41,0,0,0,16,0,0,0.76,16,0,0,4.11,0,0,0,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211785.99,211732.56,211736.94,211841.83,451141.95,451158.93,451276.89,451199.27,211736.94,211841.83,211785.99,211318.99,451276.89,451199.27,451141.95,451077.68,2,3,2,3,2,2,2,2,37,38,37,38,23.38,34.45,92.36,57.17,8.33,13.89,8.33,13.89,5,6,5,6,1184
16,3.17,-1,0,0,2.9,-1,0,100000,3.31,-1,0,34.09,10.62,-1,0,8.52,2.12,-1,0,4.26,0.96,-1,0,16,0,-1,0,16,0.19,-1,0,0,12.8,-1,0,0,0.92,-1,0,0,0,-1,0,0,1,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,213617.16,213517.45,0,213621.13,452036.04,452080.24,0,452132.51,0,213665.4,211805.72,213494.63,0,452155.71,452496.12,452087.44,4,5,-1,4,-1,3,2,4,37,38,-1,38,58.66,37.37,-1,26.84,13.89,13.89,-1,13.89,6,7,-1,7,1184
-1,11.09,0,6.03,-1,9.73,0,6.43,-1,10.15,0,6.93,-1,11.95,0,11.68,-1,2.99,0,2.92,-1,1.44,0,1.4,-1,0,0,0,-1,0.93,0,0.39,-1,11.92,0,10.03,-1,0.86,0,0.72,-1,2,0,0,-1,0,0,1,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,213281.6,213399.22,213494.63,0,452005.7,452105.64,452087.44,213399.22,213484.54,0,213281.6,452105.64,452072.34,0,452005.7,-1,4,3,4,2,3,-1,3,-1,38,37,38,-1,115.99,26.81,64.56,-1,13.89,13.89,13.89,-1,7,6,7,1184
-1,0,0.63,0,-1,0,12.89,0,-1,0,13.49,0,-1,0,0.74,0,-1,0,0.37,0,-1,0,0.1,0,-1,0,0,0,-1,0,0.03,0,-1,0,8.28,0,-1,0,0.99,0,-1,0,1,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,212651.04,212671.78,212801.8,0,451704.74,451811.25,451707.22,212671.78,212801.8,0,212651.04,451811.25,451707.22,0,451704.74,-1,2,2,2,2,2,-1,3,-1,38,37,38,-1,63.67,106.63,49.17,-1,13.89,8.33,13.89,-1,7,4,7,1184
0.39,0,0,-1,3.65,0,0,-1,4.06,0,0,-1,1.11,0,0,-1,0.22,0,0,-1,0.05,0,0,-1,0,0,0,-1,0,0,0,-1,12.21,0,0,-1,0.88,0,0,-1,1,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,213001.95,212954.11,213124.36,0,451493.45,451613.82,451697.44,0,213124.36,0,212989.38,212965.6,451697.44,0,451522.35,451626.45,5,5,3,-1,3,-1,3,3,36,15,36,-1,44.56,24.71,83.82,-1,13.89,13.89,13.89,-1,7,7,7,-1,1184
143.76,8.93,0,-1,126.42,130.99,0,-1,117.71,22.4,0,-1,125,124.94,0,-1,31.25,41.65,0,-1,15.48,19.85,0,-1,56,8,0,-1,129.49,8.08,0,-1,1.26,0.62,0,-1,0.09,0.04,0,-1,0,0,0,-1,5,1,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,213023.53,212969.58,212989.38,0,451299.65,451449.54,451522.35,0,213001.95,0,213023.53,212893.09,451493.45,0,451299.65,451433.2,4,3,3,-1,3,-1,4,2,38,37,38,-1,143.76,8.93,49.75,-1,13.89,13.89,13.89,-1,7,6,7,-1,1184
