id,shape
-83304175#2,"213171.38,451686.57 213183.44,451671.06 213193.57,451661.62 213208.72,451656.59 213226.17,451653.96 213247.27,451653.76 213274.12,451653.38 213297.03,451652.03 213315.18,451648.41 213330.94,451643.47 213341.52,451638.46"
104010354,"212988.39,451522.47 212987.97,451518.88 212986.54,451506.43 212986.13,451492.17 212986.93,451477.51 212988.20,451467.67 212989.11,451459.40"
104010439#1,"213017.40,451605.86 213005.04,451607.43 212994.00,451610.58"
104010460#1,"213009.56,451589.08 213005.81,451598.68 212994.45,451610.32"
104010475#0,"213004.75,451460.73 213004.00,451469.28 213003.54,451479.21 213002.95,451493.49"
104012170,"213002.95,451493.37 213005.30,451523.62 213012.04,451545.24"
10425609#0,"213098.82,451298.69 213092.29,451303.05 213071.04,451305.95 213048.08,451304.73"
10425609#1,"213047.98,451304.72 213036.65,451302.99"
10427692#0,"211756.54,451796.68 211760.52,451808.48 211775.72,451853.73"
10427692#3,"211785.67,451879.57 211793.14,451892.39 211802.35,451903.33"
10427692#4,"211802.35,451903.33 211815.96,451913.64 211830.25,451921.42"
10427692#5,"211830.25,451921.42 211860.74,451935.61 211876.04,451948.01 211888.94,451960.58"
10427692#6,"211888.94,451960.58 211894.93,451973.41 211898.66,451986.34 211900.73,451995.70"
10427692#7,"211900.73,451995.70 211897.01,452029.58 211896.13,452046.01"
118362731,"212954.11,451612.82 212959.87,451612.84 212964.07,451615.14 212968.03,451621.54 212966.56,451626.72"
120125554,"212010.20,451851.44 212047.31,451839.50 212052.06,451838.47"
124812856#0,"213096.72,451124.19 213097.12,451131.60 213078.28,451168.77"
124812856#1,"213078.28,451168.78 213072.96,451179.03"
124812857#0,"212989.13,451459.28 212994.06,451438.24 212998.98,451414.83 213006.48,451381.09 213021.86,451309.13"
128361102#0,"211387.33,451949.58 211573.07,451870.88 211644.12,451841.31"
128361109#1,"211410.18,452087.73 211468.05,452106.47 211502.83,452118.24 211526.72,452126.03 211562.52,452137.71 211620.96,452155.09 211683.57,452172.15 211744.32,452185.69 211811.37,452199.21"
128361109#3,"211811.32,452199.20 211873.57,452208.35"
128361109#4,"211873.56,452208.35 211891.60,452210.96"
128906555,"212151.02,451665.85 212186.48,451663.65 212209.65,451663.73 212239.36,451664.04 212249.05,451664.41 212277.92,451666.08 212338.92,451671.82 212391.24,451677.03 212402.54,451678.16 212429.94,451680.88"
129379918#0,"213240.97,452982.48 213250.68,452959.77 213254.25,452951.85"
129379921#0,"213037.19,453355.25 213050.09,453335.94"
129379921#1,"213050.09,453335.94 213063.24,453315.57 213095.21,453261.13"
129379922,"213162.89,453140.28 213177.13,453111.19 213181.76,453101.95"
129379967#0,"212992.60,453336.25 213026.16,453350.77 213037.49,453354.30"
129379968,"213029.64,453366.94 213020.04,453361.91 213003.03,453352.44 212989.51,453342.19"
136436468#0,"212884.78,452641.16 212867.36,452635.15 212832.60,452623.39 212783.18,452600.02"
136436468#1,"212783.18,452600.02 212750.10,452579.08 212732.00,452562.83"
137132992#0,"212242.84,452413.88 212242.99,452402.97 212243.51,452374.98 212243.75,452361.79 212241.41,452350.23"
137132993#0,"212241.08,452459.77 212240.75,452448.71 212242.88,452439.43"
137132994#0,"212242.40,452427.10 212245.65,452424.18 212250.75,452422.91"
137132994#1,"212251.29,452422.93 212256.56,452424.58 212260.20,452428.97"
137132994#2,"212260.42,452429.46 212261.15,452434.18 212259.82,452438.32"
137132996,"212259.73,452428.66 212276.27,452433.93"
137132997,"212243.71,452413.38 212247.06,452419.19 212251.64,452423.12"
137132998,"212276.15,452435.86 212259.05,452438.99"
137133006#0,"211858.48,452368.28 211857.92,452357.73 211872.39,452311.66 211878.70,452282.25 211880.55,452267.29 211881.91,452257.81"
137133006#1,"211881.90,452257.89 211883.31,452234.27 211884.69,452222.41"
137454133#2,"211996.92,452411.88 212000.81,452408.35 212010.07,452399.94 212028.63,452394.90 212041.95,452395.66 212052.70,452399.04 212076.72,452408.44 212094.04,452408.41 212098.78,452405.88 212102.77,452403.74 212109.55,452397.08 212148.86,452334.66 212150.49,452323.38"
137685155#0,"213028.99,453393.56 213035.94,453382.29 213036.24,453379.94 213036.70,453374.76 213030.10,453366.05"
138300620#0,"212392.02,452249.83 212392.65,452240.98 212393.72,452225.95 212395.06,452207.00 212396.08,452196.92 212399.05,452183.23 212400.88,452177.54 212403.90,452168.19 212404.99,452164.81 212424.48,452104.45"
160314345#2,"213125.07,452245.12 213175.11,452264.98 213208.73,452274.35 213215.38,452276.20"
160314345#3,"213215.38,452276.20 213257.13,452285.09 213298.10,452289.06"
164051413,"212968.39,451454.26 212983.02,451458.25"
168702039#1,"213393.40,452062.67 213356.48,452053.50 213336.43,452047.97 213317.94,452039.91 213303.52,452032.26 213289.77,452022.29 213277.94,452007.76"
168702040#1,"213582.72,452111.49 213567.82,452106.11"
168702040#2,"213567.87,452106.13 213555.35,452102.28 213494.41,452088.42"
168702040#3,"213494.39,452088.41 213424.68,452070.87 213421.30,452069.97"
168702040#4,"213421.30,452069.97 213404.08,452065.33"
170018165#2,"211846.53,452396.24 211804.72,452498.57 211779.55,452558.81"
170018165#2.175,"211779.55,452558.81 211771.33,452578.49 211742.66,452648.51 211730.78,452677.54"
170425366#0,"211723.16,451682.62 211716.07,451684.33 211664.55,451699.72 211625.86,451712.92 211620.49,451711.26 211617.34,451707.68 211605.31,451669.88 211596.40,451639.84 211596.66,451635.89 211598.74,451632.86 211648.12,451621.79 211699.82,451609.76 211706.63,451607.94"
172488482#0,"213172.23,451687.09 213160.02,451707.21 213155.40,451713.23 213148.42,451724.64"
172488483#0,"213124.62,451696.48 213133.74,451698.98 213143.41,451699.60 213151.55,451698.09 213158.41,451694.51 213170.80,451685.75"
173177776#0,"211642.31,451332.68 211652.67,451329.70 211687.01,451345.75 211692.46,451348.01"
173203413#0,"212501.65,452519.66 212515.99,452481.46 212523.31,452461.95 212530.24,452441.22 212534.71,452427.86 212546.10,452400.87 212554.90,452380.03 212564.51,452354.15 212571.11,452336.37 212573.07,452331.09"
174800513,"212850.59,452420.99 212838.90,452442.96"
175770996#0,"211882.90,452257.95 211871.74,452234.55 211854.51,452218.73"
176550246,"211916.27,452226.77 211897.70,452225.04"
176550249#0,"211918.15,452214.14 211957.83,452216.88 212005.51,452219.37 212063.05,452220.08"
176550249#1,"212063.05,452220.08 212198.35,452221.03 212258.50,452225.34"
176550249#2,"212258.51,452225.34 212285.53,452227.64 212329.22,452232.49 212392.27,452248.86"
176550249#3,"212392.27,452248.86 212471.84,452269.12 212512.14,452281.23 212549.70,452294.57 212590.86,452310.83"
176550249#4,"212590.87,452310.84 212625.49,452325.21 212724.13,452367.35 212835.91,452414.57 212850.93,452420.05"
18809672#0,"211756.54,451796.68 211753.59,451787.42 211748.74,451769.58"
18809672#2,"211748.74,451769.58 211731.60,451715.03 211729.30,451706.03 211723.16,451682.62"
18809672#7,"211706.63,451607.94 211694.37,451554.17"
18809673#0,"211776.71,451176.17 211766.89,451172.24 211743.13,451163.29 211724.49,451155.61 211703.03,451144.30 211634.06,451099.88 211608.34,451086.29 211581.71,451077.04 211556.18,451070.75 211524.91,451066.35 211479.75,451066.36 211467.00,451066.42 211425.79,451067.49 211401.00,451068.63 211365.81,451070.29 211359.13,451070.89 211349.11,451071.78 211337.22,451073.35 211318.99,451077.68"
18813598#0,"211776.71,451176.17 211785.24,451179.50 211837.18,451197.58 211841.83,451199.27"
18813598#2,"211841.83,451199.27 211871.78,451208.69 211925.09,451224.26 211953.25,451232.10 211978.80,451239.20 211984.36,451240.69 212013.04,451248.37 212065.35,451262.37"
18813598#7,"212065.35,451262.37 212145.97,451297.91 212187.97,451317.83 212231.73,451333.12 212273.16,451344.22 212301.22,451347.05 212328.93,451348.23 212346.05,451348.20 212363.17,451347.03"
18813598#8,"212363.17,451347.03 212441.79,451333.27 212494.81,451334.42"
201089420#0,"212358.00,452826.05 212333.32,452845.30 212292.04,452878.01"
201089423#0,"213220.84,451881.96 213213.13,451862.73 213191.28,451809.71"
201089423#2,"213191.28,451809.71 213180.23,451782.69 213168.51,451758.74"
201143839,"212242.07,452427.86 212241.84,452413.90"
201143840,"212259.58,452438.71 212256.19,452442.16 212251.68,452443.58"
201201935#0,"211142.16,451677.01 211151.67,451674.89 211189.27,451666.53 211231.26,451657.18 211264.73,451649.75 211313.20,451638.96 211347.22,451631.39 211427.88,451613.44 211516.29,451593.78 211530.01,451590.73 211687.53,451555.69"
201201945#0,"212838.90,452442.96 212804.57,452495.79 212774.22,452528.93 212748.61,452551.29"
201201945#2,"212732.00,452562.83 212708.94,452579.32 212657.77,452609.25 212628.08,452625.24"
201201945#3,"212628.08,452625.24 212596.37,452646.20 212568.35,452666.98 212548.71,452681.54 212511.38,452710.79 212474.90,452739.37"
201201945#8,"212451.24,452757.87 212396.51,452798.37 212358.00,452826.05"
201201950#0,"212850.96,452420.06 212866.92,452426.33 212891.48,452435.42 212930.29,452447.89"
201201950#1,"212930.22,452447.87 212970.72,452457.96 213003.32,452459.67 213032.24,452459.47"
201201950#2,"213032.19,452459.47 213049.77,452458.43"
201201950#3,"213049.76,452458.43 213076.13,452456.53 213101.56,452454.31 213180.50,452447.67"
201201950#4,"213180.50,452447.67 213239.59,452442.74"
201201953#0,"212838.55,452443.90 212825.21,452438.85 212747.04,452405.09"
201201953#10,"212248.54,452250.12 212208.94,452245.65 212160.20,452242.29 212127.50,452240.05 212078.19,452237.68 212036.49,452235.75 211968.59,452231.44"
201201953#12,"211968.56,452231.44 211943.20,452229.25 211916.27,452226.77"
201201953#2,"212747.05,452405.09 212583.75,452336.16"
201201953#4,"212572.72,452332.03 212554.70,452325.34 212534.10,452317.36 212511.80,452308.90 212494.68,452303.41 212462.96,452293.21 212413.81,452279.80 212344.43,452264.10 212317.74,452259.43 212285.65,452253.28 212264.27,452250.93 212248.60,452250.13"
201234440,"212252.23,452443.16 212247.96,452449.92 212242.98,452460.18"
201238718#0,"212990.66,452191.68 212974.70,452204.46 212959.75,452218.88 212935.98,452247.53 212921.56,452268.33 212914.33,452279.34 212901.60,452300.63 212890.53,452322.65 212873.56,452361.55"
201238718#1,"212873.56,452361.55 212862.27,452389.94 212855.40,452409.07"
201238719#0,"211897.79,452224.04 211898.70,452236.04 211898.43,452243.13 211896.97,452262.43 211892.72,452288.11 211885.99,452314.19 211877.73,452339.31 211868.69,452362.14 211859.48,452368.23"
201238724,"212841.86,452198.82 212791.21,452314.96 212790.92,452323.35 212797.18,452329.44 212873.56,452361.55"
201238726#0,"211894.68,452070.56 211892.85,452097.77 211891.73,452114.46 211891.29,452134.78 211891.12,452145.34 211891.86,452188.19"
201238726#1,"211892.07,452200.66 211891.46,452211.95"
201238729#1,"211885.64,452223.53 211872.47,452223.04"
201238729#2,"211872.33,452223.02 211854.33,452219.71"
201238729#3,"211854.38,452219.72 211808.74,452213.68 211744.80,452201.25 211672.42,452183.49 211612.44,452165.67 211558.90,452148.49 211522.17,452136.71 211470.59,452120.16"
201238730,"211891.58,452210.96 211918.20,452214.15"
201950247#1,"213050.71,452787.58 213060.06,452748.58 213071.98,452710.47"
201950247#3,"213073.21,452707.71 213080.47,452687.88 213088.37,452668.09"
201950247#5,"213117.29,452633.60 213122.86,452626.96 213134.99,452615.06 213151.03,452607.67"
201950247#6,"213151.03,452607.67 213163.34,452605.67 213174.04,452604.78"
201950247#7,"213174.04,452604.78 213210.97,452602.41 213246.05,452600.28"
201950247#8,"213246.05,452600.28 213289.66,452600.65 213359.56,452604.78"
201950250#2,"213003.37,452909.46 213021.08,452872.70 213037.54,452831.86"
201950259#0,"212668.80,452791.37 212650.04,452813.68 212631.13,452834.59 212626.31,452839.95 212615.17,452851.47 212559.56,452908.00"
201950259#4,"212559.56,452908.00 212553.43,452913.74 212536.15,452934.92 212520.75,452956.85 212517.90,452960.71 212493.08,452996.37 212484.19,453008.69"
201950263#0,"212484.19,453008.69 212501.11,453020.37 212516.71,453031.16 212583.25,453073.59 212616.33,453095.02 212635.29,453107.65 212685.93,453141.35 212690.28,453144.20 212753.90,453185.88"
201950263#7,"212753.90,453185.88 212791.05,453210.35 212800.28,453216.28 212822.78,453231.04 212859.85,453255.34 212960.63,453320.89 212991.19,453340.21"
201956810,"213062.13,451173.79 213056.68,451170.85 213036.31,451158.09 213025.32,451149.05 213016.24,451139.94 213001.50,451125.40"
201956811#0,"213039.74,451288.30 213050.94,451289.75 213061.29,451291.44 213077.34,451292.58 213091.27,451293.50 213098.68,451296.95"
201956819#0,"213024.88,451294.71 213028.25,451278.53 213032.11,451261.36 213036.45,451241.08 213039.65,451228.43 213041.89,451221.06 213044.28,451213.98 213054.71,451185.91 213061.24,451173.33"
201956820,"213061.25,451173.32 213063.03,451169.96 213068.36,451160.46 213087.02,451129.07 213095.15,451123.42"
201956821#0,"213072.94,451179.06 213070.73,451183.05 213067.73,451190.59 213053.90,451230.09 213050.18,451244.32 213047.75,451255.79"
201956821#1.68,"213047.75,451255.79 213042.34,451281.24 213040.59,451289.50"
201963522#0,"211694.37,451554.17 211685.52,451514.21"
201963522#1,"211685.52,451514.21 211683.23,451504.43 211675.05,451458.20"
201963522#2,"211675.05,451458.20 211674.09,451427.14 211676.57,451401.65"
201963522#3,"211676.57,451401.65 211681.82,451377.14 211686.38,451363.50 211692.46,451348.01"
201963522#4,"211692.46,451348.01 211699.45,451334.23 211717.25,451306.45"
201963522#6,"211736.94,451276.89 211744.97,451265.06 211752.78,451250.58 211758.52,451238.31 211759.59,451235.84 211767.37,451212.20 211774.72,451183.22 211776.71,451176.17"
201963533#1,"211771.33,451790.69 211789.37,451783.39 211875.77,451748.40 212014.37,451702.41"
201963533#4,"212027.60,451698.42 212075.14,451684.91"
201963533#5,"212075.14,451684.91 212127.08,451670.05 212151.02,451665.85"
201963535,"212994.81,451546.00 212991.35,451535.36 212988.41,451522.57"
201963537#1,"213035.76,451312.39 213021.61,451376.80 213013.79,451412.34 213008.35,451437.63 213005.86,451450.90 213004.74,451460.75"
202070434#0,"212994.26,451610.47 212982.67,451617.68 212966.10,451627.31"
202070434#2,"212966.11,451627.31 212935.31,451645.44 212925.92,451650.90 212908.90,451656.44"
202092675,"213379.72,452399.07 213380.29,452391.42 213382.75,452358.65 213385.89,452331.24"
202092676#0,"213343.14,452434.17 213367.50,452431.74 213383.63,452431.38"
204588664#0,"212337.95,452079.80 212365.91,452026.50 212393.04,451999.28 212408.74,451990.43 212453.20,452012.70 212466.15,452011.42 212498.04,452008.25 212531.49,452003.80 212569.94,451995.66 212582.30,451989.92"
224251776#0,"211756.59,452687.56 211743.90,452682.29 211730.78,452677.54"
224892339#0,"212007.83,452669.03 212012.47,452671.07 212020.76,452674.72 212035.45,452692.52 212062.12,452734.29 212069.32,452755.06 212068.12,452772.23 212062.04,452799.35 212060.38,452807.52"
224892361#1,"211971.14,452772.70 211987.12,452728.88"
224892361#3,"212007.83,452669.03 212012.77,452633.38 212013.24,452594.98 212016.52,452560.01 212019.77,452524.63 212020.86,452514.15 212021.57,452502.20 212020.78,452489.00 212018.89,452476.79 212015.88,452466.50 212010.79,452453.88 212000.00,452442.04 211987.98,452434.73"
224892361#7,"211987.98,452434.73 211867.28,452385.80 211854.06,452380.69"
22690205#0,"212743.37,451715.68 212738.57,451727.69 212735.76,451737.14 212728.81,451748.60 212716.23,451763.55 212704.67,451777.27 212671.78,451811.25"
22690205#2,"212671.78,451811.25 212656.57,451831.72 212645.45,451851.20"
22690205#3,"212645.45,451851.20 212629.45,451875.38 212619.76,451896.52 212606.02,451945.91 212598.01,451980.04 212595.11,451987.44"
22690206#1,"212724.94,451867.07 212779.95,451878.75 212787.59,451878.08 212791.95,451872.95 212807.61,451817.62 212812.28,451802.19"
22716069#0,"212651.04,451704.74 212651.95,451684.51 212658.56,451663.39 212674.36,451614.37"
22716069#1,"212674.36,451614.37 212691.88,451564.27 212703.76,451528.74"
22716069#2,"212703.76,451528.74 212715.52,451486.08 212729.79,451411.84"
22716072#0,"211748.74,451769.58 211757.30,451766.30 211768.72,451761.92 211855.73,451725.01 211930.68,451702.29 212014.77,451678.01 212057.94,451665.49 212081.51,451658.98"
22716072#4,"212081.51,451658.98 212135.82,451645.51 212145.37,451643.22"
22716073,"212081.51,451658.98 212075.75,451635.25 212076.46,451632.07 212079.29,451629.77 212138.66,451615.50"
22716549#0,"213191.28,451809.71 213183.24,451812.16 213162.47,451809.73 213120.28,451801.73 213089.33,451793.79 213023.12,451777.51 212998.81,451773.02 212974.37,451767.41 212935.16,451759.59 212923.09,451758.65 212917.39,451758.97"
22724699#0,"212628.08,452625.24 212618.68,452614.64 212604.47,452604.68 212574.83,452585.22"
22724699#2,"212574.83,452585.22 212558.92,452575.09 212544.85,452565.20 212531.88,452554.15 212519.06,452540.01 212501.65,452519.66"
22724699#3,"212501.65,452519.66 212489.07,452503.91 212473.23,452484.73 212458.65,452471.58 212447.66,452463.10 212434.68,452455.08 212415.59,452446.77 212401.87,452441.53 212380.98,452437.25"
22724699#7,"212380.98,452437.25 212351.43,452436.59 212333.37,452436.18 212316.49,452435.80 212296.46,452435.34 212275.97,452434.88"
22879845,"212677.88,452008.64 212682.33,452002.35 212711.69,451911.07 212724.94,451867.07"
23166741#0,"213242.75,452468.92 213233.73,452469.65 213179.61,452473.21"
23166741#2,"213179.62,452473.21 213156.92,452475.05 213094.61,452480.21 213030.43,452485.53"
23166741#5,"213021.73,452485.89 212992.76,452484.82 212964.11,452481.36 212938.43,452476.56 212911.35,452468.44 212877.76,452457.75 212854.43,452449.74 212838.55,452443.90"
233675413#1,"212480.59,451686.09 212570.39,451695.32 212651.04,451704.74"
233675413#2,"212651.04,451704.74 212666.69,451706.45 212703.02,451710.87 212725.05,451713.44"
233675413#4,"212743.37,451715.68 212753.83,451716.71 212764.50,451716.92 212783.30,451713.72 212788.40,451711.92 212801.80,451707.22"
233675413#7,"212801.80,451707.22 212839.75,451691.95 212892.66,451664.81"
23436553#0,"212671.78,451811.25 212575.71,451803.62 212567.66,451802.98"
23436553#2,"212567.66,451802.98 212567.00,451814.59 212549.70,451898.22 212534.84,451967.51 212536.10,451975.06 212543.01,451979.40 212582.30,451989.92"
23436553#3,"212582.30,451989.92 212589.54,451989.90 212595.11,451987.44"
23436553#4,"212595.11,451987.44 212601.55,451991.02 212658.29,452007.68 212669.59,452009.91 212677.88,452008.64"
23525483#0,"212567.66,451802.98 212506.49,451796.58 212487.89,451795.91"
23525483#1,"212487.89,451795.91 212488.24,451791.98 212490.31,451768.79 212491.28,451757.95 212487.76,451747.30 212481.12,451739.95 212474.71,451739.31 212393.30,451731.28 212386.79,451733.12 212382.91,451734.21 212379.30,451741.18 212374.48,451810.00 212377.71,451816.81"
23525483#6,"212377.71,451816.81 212382.55,451818.73 212476.50,451826.16 212482.82,451823.39"
23525483#7,"212482.82,451823.39 212485.41,451818.58 212487.89,451795.91"
24599188#0.94,"213341.52,451638.46 213330.94,451643.47 213315.18,451648.41 213297.03,451652.03 213274.12,451653.38 213247.27,451653.76 213226.17,451653.96 213208.72,451656.59 213193.57,451661.62 213183.44,451671.06 213171.38,451686.57"
24608845,"212832.32,452098.48 212837.19,452102.89 212874.41,452118.19 212877.26,452124.74 212871.35,452153.23"
24634411,"213043.74,452212.84 212996.03,452327.53 212973.51,452370.21 212929.98,452448.84"
24634413#0,"213049.83,452459.43 213064.30,452402.40 213125.07,452245.12"
24634413#2,"213141.50,452196.97 213149.96,452127.15 213154.58,452089.00 213164.23,452052.44 213166.75,452049.92"
24634414#1,"213180.58,452448.67 213183.67,452394.53 213193.34,452351.71 213215.38,452276.20"
24634414#2,"213215.38,452276.20 213235.98,452206.28 213237.73,452198.37 213245.36,452164.11"
24634416,"213245.51,452163.12 213278.10,452167.96 213375.90,452171.53 213394.16,452172.08 213399.92,452172.63"
24634417,"213283.12,452440.10 213282.71,452406.48 213298.10,452289.06"
24634505,"212871.35,452153.23 212865.61,452153.16 212861.68,452156.00 212856.89,452166.36 212841.86,452198.82"
24634506#0,"212934.99,452174.14 212946.96,452136.30 212958.35,452098.96 212957.24,452088.64 212951.28,452082.24"
24634507,"212901.50,451809.91 213004.50,451835.53 213100.70,451860.19 213105.68,451863.08"
24634508,"213105.68,451863.08 213105.23,451870.15 213080.36,451945.61 213080.15,451948.91 213084.22,451953.32 213157.53,451982.00"
24634509#0,"212917.39,451758.97 212911.97,451763.48 212909.14,451769.12 212901.50,451809.91"
24634509#1,"212901.50,451809.91 212889.73,451874.47 212883.81,451902.66 212877.95,451932.66 212871.72,451964.58 212870.33,451970.54 212864.47,451994.04 212847.90,452050.07"
24634510#0,"212841.86,452198.82 212756.00,452158.11 212737.04,452150.25 212719.77,452145.38 212672.17,452138.05"
24634510#1,"212672.17,452138.05 212655.42,452135.03 212603.22,452124.57 212572.16,452118.34 212545.65,452113.63 212540.58,452113.08 212521.78,452111.02 212456.69,452106.62 212452.14,452106.30 212424.48,452104.45"
24634510#16,"211973.52,452077.56 211939.56,452074.40 211929.44,452073.56 211901.05,452071.45 211894.68,452070.56"
24634510#6,"212424.48,452104.45 212365.59,452089.08 212337.95,452079.80"
24634510#7,"212337.95,452079.80 212314.17,452073.29 212253.77,452056.74"
24634510#9,"212253.77,452056.74 212244.03,452054.45 212207.45,452047.07 212171.81,452040.26 212152.41,452038.38 212101.24,452040.00 212077.30,452046.51 212029.59,452063.36 211988.69,452077.16 211979.69,452077.86 211973.52,452077.56"
24634513#0,"212253.77,452056.74 212246.79,452068.43 212225.93,452087.73 212218.52,452094.41 212192.70,452117.20 212158.12,452143.42 212149.19,452149.75 212143.88,452153.52 212124.88,452166.98 212065.14,452209.35 212063.44,452213.63"
24634514#0,"211973.52,452077.56 211971.63,452098.81 211974.46,452101.38 212049.95,452108.86 212057.35,452109.73 212059.32,452112.80 212054.09,452155.45"
24634516#1,"211834.11,451915.34 211836.38,451912.40 211842.35,451908.58 211886.92,451893.47 211927.45,451878.92 211931.15,451877.65"
24634516#2,"211931.15,451877.65 211964.91,451865.73 212010.20,451851.44"
24634517#1,"212021.97,451707.15 212035.79,451769.54 212047.88,451824.08 212052.06,451838.47"
24634517#13,"212293.71,451858.01 212304.77,451863.34 212317.12,451870.02 212324.36,451874.58 212346.87,451887.90 212369.09,451889.53 212410.65,451892.57"
24634517#17,"212410.65,451892.57 212417.97,451889.49 212424.89,451890.33"
24634517#18,"212424.89,451890.33 212429.05,451894.40 212430.19,451899.53 212427.56,451904.29"
24634517#19,"212427.56,451904.29 212422.16,451907.13 212416.94,451905.67 212412.13,451901.80 212410.45,451897.38 212410.65,451892.57"
24634517#4,"212052.06,451838.47 212058.64,451844.54 212070.94,451855.89 212093.16,451863.85"
24634517#6,"212093.16,451863.85 212110.71,451867.03 212131.12,451865.80 212144.68,451864.56 212171.87,451860.73"
24634517#9,"212204.18,451855.00 212209.06,451854.72 212230.08,451853.49 212251.79,451854.03 212262.47,451854.29 212287.20,451857.24 212293.71,451858.01"
24634518#0,"212093.16,451863.85 212088.71,451872.66 212089.51,451882.45 212086.87,451889.68 212083.83,451908.69"
24634518#1,"212083.83,451908.69 212092.67,451912.86 212094.76,451917.67 212093.24,451921.53 212088.44,451922.56"
24634518#2,"212088.44,451922.56 212083.79,451914.19 212083.83,451908.69"
24634521#1,"212206.96,451813.48 212208.46,451791.20 212210.70,451787.15 212216.36,451784.03 212286.16,451787.34 212291.53,451789.69 212294.78,451793.93 212294.40,451816.22"
24693977#1,"213204.26,451896.11 213185.80,451930.44 213172.02,451955.66 213157.53,451982.00"
25117391#0,"212292.04,452878.01 212297.84,452882.80 212305.38,452888.56 212348.16,452920.05 212391.31,452948.01"
25122731#0,"211776.71,451176.17 211778.11,451168.26 211785.99,451141.95"
25136986,"212065.35,451262.37 212069.23,451287.13 212075.44,451323.19 212085.48,451362.79"
25145011#1,"212796.28,451535.51 212795.69,451610.18 212799.07,451677.38 212801.80,451707.22"
25145012#6,"212796.28,451535.51 212829.24,451536.33 212859.81,451535.91 212886.36,451535.12"
25145012#7,"212886.36,451535.12 212906.60,451534.67 212925.35,451533.16 212941.81,451530.77 212976.18,451525.39 212989.38,451522.35"
25145013#1,"212886.36,451535.12 212883.41,451588.00 212882.82,451605.93 212883.72,451622.57 212886.32,451639.63 212890.59,451658.55"
25145014#0,"212674.36,451614.37 212577.35,451603.94 212536.65,451598.84"
25145014#2,"212436.37,451590.30 212303.77,451578.29 212293.88,451575.78 212287.62,451571.21 212284.52,451565.67 212283.23,451556.24"
25149001#4,"212674.22,451277.37 212615.65,451317.02 212582.46,451332.22"
25149001#5,"212582.46,451332.22 212575.80,451339.67 212572.12,451349.89 212569.42,451359.06"
25149219#1,"213016.50,451293.66 213009.91,451293.39 213006.92,451294.30 213003.42,451297.49 213001.25,451303.01 213000.94,451308.09 213001.65,451312.63 212999.88,451322.20 212976.18,451422.00"
25187896,"212493.54,451429.81 212612.56,451438.86 212625.52,451447.54 212628.58,451455.41 212624.28,451506.26 212622.56,451520.97"
25190140#1,"212563.84,451216.62 212531.60,451239.77 212463.58,451283.45 212401.16,451307.22 212361.84,451326.33 212359.82,451328.60"
25190140#2,"212359.82,451328.60 212360.17,451331.80 212363.17,451347.03"
26642362#1,"212100.90,451438.80 212116.97,451518.74 212126.24,451558.70"
26642362#4,"212145.37,451643.22 212146.43,451647.47 212151.02,451665.85"
266565295#5,"213809.54,452248.72 213779.50,452232.27 213737.28,452205.11 213665.40,452155.71"
26676668,"212582.00,452736.51 212586.58,452746.45 212596.78,452755.88 212668.80,452791.37"
26677213#0,"212783.18,452600.02 212764.86,452644.07 212756.19,452665.65 212744.96,452689.32 212733.62,452712.07 212720.67,452734.47 212704.68,452752.02 212686.04,452772.48 212668.80,452791.37"
26677214#0,"212668.80,452791.37 212703.17,452810.59 212734.84,452831.33 212751.64,452843.31 212760.06,452849.94 212765.84,452855.00 212771.16,452859.70"
26677216#0,"212879.67,452955.22 212888.19,452944.03 212907.43,452916.58 212925.89,452883.49 212948.82,452834.08 212961.81,452805.07 212983.09,452757.41"
26677216#2,"212983.42,452701.24 212983.50,452674.94 212985.23,452661.13"
26677216#3,"212985.23,452661.13 212994.58,452620.75 213021.77,452484.89"
26677416#1,"212895.32,453204.95 212908.61,453193.23 212951.10,453165.60 212975.58,453148.31"
26677416#3,"213060.08,453079.38 213097.21,453048.13 213137.09,453009.20"
26677416#4,"213137.09,453009.20 213174.32,452967.50 213187.38,452951.67 213189.15,452948.90 213193.64,452941.82 213197.95,452935.05 213204.93,452924.09"
26677417#0,"212975.58,453148.31 212922.54,453104.91 212893.11,453084.80"
26677417#1,"212893.11,453084.80 212870.12,453069.04 212865.17,453062.84"
26677539,"213137.09,453009.20 213048.61,452939.08 213027.30,452923.68 213003.37,452909.46"
26677541,"212992.66,453011.49 212943.32,453059.69 212973.09,453087.92 213025.34,453043.50"
26677542#0,"212753.90,453185.88 212798.55,453127.91 212827.38,453095.47 212865.17,453062.84"
26677542#1,"212865.17,453062.84 212911.79,453023.65 212933.76,453002.14"
26678225,"212771.16,452859.70 212766.60,452930.21 212761.13,452942.56"
272042143,"213516.01,452466.60 213477.23,452455.01 213419.38,452451.75 213383.13,452451.24 213352.97,452452.27 213328.11,452454.05 213283.81,452457.95 213242.93,452468.89"
272042145,"213239.75,452442.74 213281.31,452446.22 213328.74,452442.84 213352.17,452441.51 213386.67,452439.78 213408.28,452440.15 213420.46,452440.49 213477.62,452443.16 213517.84,452438.19"
27920078#0,"212907.87,451654.80 212931.10,451630.55 212953.49,451613.03"
27920078#1,"212953.41,451613.10 212967.28,451599.64 212979.63,451586.70"
28111977#0,"211694.37,451554.17 211778.49,451535.70"
28111977#10,"212481.34,451373.05 212499.45,451364.00 212507.44,451356.39 212511.69,451346.89 212515.67,451338.55"
