TLINKIDP1,LENGTH,geometry
3392131,668,"MULTILINESTRING ((127.42303615531145 36.42494420810921, 127.42324996184117 36.42555081817552), (127.42368273188207 36.42663748220173, 127.42407124594115 36.427341245402985), (127.42547410313091 36.42941489079919, 127.42615870753201 36.430485326830585, 127.42634063250965 36.4307603964023), (127.42688197918322 36.4315789096123, 127.42736881713992 36.43236069760941), (127.4275110549456 36.43264064919957, 127.42774222132743 36.433238911750436), (127.42796376016834 36.43381225805957, 127.42818455281913 36.43438251269537), (127.4283886457632 36.43490963597994, 127.4287879074299 36.43593028226539))"
3392132,658,"MULTILINESTRING ((127.42368273188207 36.42663748220173, 127.42346994509408 36.42617495278848, 127.42324996184117 36.42555081817552), (127.42547410313091 36.42941489079919, 127.42454159611485 36.427987748577635, 127.42412493122397 36.427438492145015, 127.42407124594115 36.427341245402985), (127.42688197918322 36.4315789096123, 127.42634063250965 36.4307603964023), (127.4275110549456 36.43264064919957, 127.42739307918318 36.43239965877486, 127.42736881713992 36.43236069760941), (127.42796376016834 36.43381225805957, 127.42774222132743 36.433238911750436), (127.4283886457632 36.43490963597994, 127.42818455281913 36.43438251269537), (127.42881365455459 36.435996100522736, 127.4287879074299 36.43593028226539))"
3396411,2521,"MULTILINESTRING ((127.48107916792112 36.342536403931625, 127.4831634567731 36.342307972461704, 127.48375008895431 36.34223515505008, 127.48475229886412 36.34213938506017, 127.48556288998041 36.34210630571489), (127.48426612585058 36.33824643932361, 127.48450764214006 36.33893146578564, 127.48465189262781 36.33945896453883, 127.48480604254699 36.34001050477039, 127.48486826757001 36.34016465307845, 127.48494463465981 36.34035557071197, 127.48503372913432 36.34052810356316, 127.48510019632295 36.34064406822663, 127.48520343238098 36.34080104470314, 127.48530101150007 36.340931151259724, 127.48543111674834 36.341078228117055, 127.48557819200398 36.34121823383126, 127.48571536786773 36.341338440691715, 127.48578139446317 36.34138813197931, 127.48593456611485 36.34149824488351, 127.48603638719054 36.34156754046556, 127.48617497688744 36.341650977906475, 127.48637013364979 36.341751385502775, 127.4865634439747 36.34183486189641, 127.48675789341269 36.34190949948239, 127.48698954342889 36.3419818976806, 127.48717480049888 36.34202997963641, 127.48737561345568 36.34207664729001, 127.4884151934766 36.34231086613881, 127.48900307511965 36.34245782906264, 127.48963148910687 36.34262116803737, 127.49008368632379 36.342765141587364, 127.49041016061784 36.342876670537656, 127.49078034191346 36.34301570033109, 127.49139853362648 36.34327539922881, 127.49174314797297 36.34343952420249, 127.49212063827386 36.34363621706743, 127.49220663771773 36.34367728832577, 127.4930182831251 36.344151153680905, 127.4949134027774 36.34529442453046, 127.49583396641805 36.34585197582168, 127.49659403560158 36.34631240664792, 127.49696951967137 36.3465357845283, 127.49731202924369 36.34674214316792, 127.49770240493162 36.34696339352785, 127.4979805925889 36.3471112447105, 127.49856825123165 36.347389938006614, 127.49916117758467 36.34763817277664), (127.50000003102082 36.34792467487947, 127.50004459403787 36.34793928288717, 127.50058906715093 36.348088197639235), (127.52305064011277 36.34255053778719, 127.52362815081524 36.34193544490963, 127.52404942792857 36.34142371544457, 127.52439813301687 36.34096094113787, 127.52478078005103 36.34041465563736))"
3396412,2365,"MULTILINESTRING ((127.49212425301667 36.343787888564826, 127.49171657780434 36.34357922258852, 127.49165568521515 36.34355189328858), (127.50000003101789 36.34805800898795, 127.49996071403353 36.34804393702287, 127.4996105822614 36.347934908354496, 127.49910754462464 36.347754788991786), (127.52332045302204 36.342762897913175, 127.52322930180082 36.34286154314123, 127.5229888868384 36.34312402521348, 127.52252570165358 36.34358722910705, 127.52208677809908 36.34397764411234, 127.52163682595693 36.34433938483218, 127.52105674023979 36.34476729792563, 127.52059575932533 36.345080512885204, 127.5202428550565 36.34529667553328, 127.51982819241447 36.345537101470235, 127.51932309778468 36.34580399658967, 127.5185886148531 36.34615471044081, 127.51784173685166 36.3464556976477, 127.5173730347813 36.34662572470057, 127.51690537387717 36.34677600246683, 127.51637387153048 36.34693377590386, 127.515604954306 36.347131376271996, 127.51452203634109 36.34733663729379, 127.51307554478521 36.347533804509695, 127.51234184340304 36.34763780418359, 127.51208303384327 36.34766622646326, 127.5112052261161 36.34778625430002, 127.51002084009806 36.347942982164135, 127.50904601520881 36.348072111261125, 127.50807466208772 36.348202126765685, 127.50749153999087 36.34828214530947, 127.50670507637761 36.3483888761521, 127.50600096505865 36.348474013900805, 127.50559628828518 36.34852653114425, 127.50487404451887 36.34859674071428, 127.50438456626104 36.34861888032245, 127.50397841916993 36.34862653016427, 127.5034667850144 36.34862227840552, 127.50289983882587 36.348592497821365, 127.50230064437783 36.348532431101944, 127.50194546559821 36.34848688064364, 127.50144943890032 36.3484079471308, 127.50100518811033 36.3483171893236, 127.5005589058309 36.34821131298636))"
3397571,3826,"LINESTRING (127.23002348740422 36.48317139520841, 127.23046730497009 36.483059431865385, 127.23118210211284 36.482875617629674, 127.23145966954591 36.482791044348446, 127.23186498839728 36.48267010378934, 127.2325910067193 36.482450253261256, 127.23345148122559 36.482168904362965, 127.23440369228355 36.481830637255236, 127.23600456244479 36.48119395647557, 127.23620368414954 36.481103582042955, 127.23697106351156 36.480761037338944, 127.23727612811021 36.48061551927668, 127.23762459106862 36.48045468345689, 127.23815813489907 36.480187900494926, 127.2387503939862 36.479881546975214, 127.23954157652364 36.47944671108364, 127.23985359021752 36.479264104772255, 127.24083554189806 36.478679749072334, 127.24138312566392 36.47832999623148, 127.24167670197102 36.47813469635967, 127.24249681460806 36.47758690112258, 127.24278834363194 36.477372721182114, 127.24319837120966 36.477066156677374, 127.24408771898617 36.47636363910181, 127.24452439348069 36.475990970730116, 127.2450144383829 36.47556150845727, 127.2452456411068 36.47534014766697, 127.2456648546314 36.47494131201907, 127.24585325438782 36.474741294333164, 127.2461637327948 36.47443503163029, 127.2466283729656 36.47393087887515, 127.24713831359183 36.47334201632941, 127.2474041232299 36.473017650682074, 127.24801701242892 36.4722234515398, 127.24845978190902 36.47158407002009, 127.2485945246281 36.47138034292601, 127.24886721157726 36.470962177084594, 127.24914082005128 36.47050136907978, 127.24959710051381 36.469679394021, 127.25000003093494 36.46884971535991, 127.25012633340613 36.468589644489946, 127.25030878129297 36.46816086416068, 127.25075619022542 36.46696370258419, 127.2509947015607 36.46621103272058, 127.25110554019626 36.465796938019885, 127.25126496806175 36.465165697789956, 127.2514400298779 36.46429403135149, 127.25149997663686 36.46391743263116, 127.25161076869735 36.463068520353275, 127.25163891968002 36.46277469964603, 127.2516819684241 36.46235349901367, 127.25170589141085 36.462094449305695, 127.2517687321907 36.46139772084679, 127.25206161745838 36.45790075504384, 127.25215655701855 36.45687027291672)"
3397572,2916,"LINESTRING (127.25141085909085 36.46520398098378, 127.25134676193618 36.4654814887251, 127.25113715116463 36.46625698437898, 127.25098818040553 36.466740926888065, 127.25074848929717 36.46745219133607, 127.25030336173991 36.4685571327679, 127.25009573081533 36.4690118966261, 127.25000003093923 36.46920592728809, 127.24996155533962 36.46928393622982, 127.24973393491757 36.469745594789565, 127.24946124387687 36.47023473189313, 127.24916322827393 36.470752141764635, 127.248917759648 36.47113679629216, 127.24862673860942 36.47159785478251, 127.24821318185786 36.47219370800387, 127.24778923373452 36.47275662427674, 127.24727616812014 36.47339435030746, 127.24687633941097 36.47385807673092, 127.24627562511711 36.47452121743862, 127.2457935615223 36.475003006746334, 127.2453556564631 36.47543560979019, 127.24457549928457 36.47612978632595, 127.24392340344676 36.47667257656099, 127.24338605721806 36.47708788824397, 127.2430271541146 36.477361154581, 127.242526798186 36.47771728943415, 127.2421746607965 36.477973601256394, 127.24196772693072 36.47810533609478, 127.24161288259516 36.47834914174826, 127.24096201524414 36.478763569092465, 127.240273870568 36.47917804771568, 127.23965608345151 36.47953928909771, 127.23922848272676 36.47977415997301, 127.2387260582225 36.480045436069496, 127.23776627510932 36.48053254658173, 127.23738717809009 36.48071252945882, 127.23677896348141 36.480997949155146, 127.23618816008226 36.48125400949016, 127.23559406652194 36.48150490417088, 127.23448759455684 36.481940308073234, 127.23340423887872 36.48232446340294, 127.23272496682604 36.48254623118207, 127.23185189360525 36.482818275159254, 127.23070089170369 36.483136017989835, 127.23007656538438 36.483291675107814)"
3398241,1087,"MULTILINESTRING ((127.25907241542777 36.65604833063165, 127.25894821635801 36.656264732692556, 127.2586778666667 36.65654521324652, 127.25797841985899 36.65719532864347, 127.25741144575208 36.65766257296998), (127.2676078860702 36.64684904857532, 127.26745295458353 36.64691363351169, 127.2660393219771 36.64726150565995, 127.26562664129906 36.64732251894833, 127.2651913908451 36.647577467677365, 127.2648358411444 36.64782372581797, 127.26431829570647 36.6482389571871, 127.26378793223196 36.64879166161937, 127.2622699324088 36.65090656845365), (127.26918535632572 36.64586444843832, 127.26751074501618 36.64651060863998))"
3398242,500,"LINESTRING (127.25949894513563 36.654818989830034, 127.2622699324088 36.65090656845365)"
3398251,946,"MULTILINESTRING ((127.2881781443471 36.44383449724435, 127.28816149079816 36.44484819436966, 127.28812547548597 36.4456839771716, 127.28807883450516 36.44610873329195, 127.28801213971207 36.44660422662255, 127.28792956436423 36.44712512994194, 127.28770406645026 36.44814152704613, 127.2874923266689 36.44882972018092), (127.28824685033527 36.439108723248125, 127.28821022158733 36.44109992004439, 127.28819970731325 36.4414665278716), (127.28825698878585 36.436924304778316, 127.28825783264364 36.43708010927343, 127.28824419415156 36.438076446328424))"
3398252,820,"MULTILINESTRING ((127.2867142963418 36.450068367552966, 127.28674786914074 36.45000579837953, 127.28682743988838 36.449822115554085, 127.28700572697367 36.4493662656987, 127.2871198707184 36.449063330180635), (127.2878944983366 36.443936916294724, 127.28790215446783 36.44367013646188, 127.28792289858 36.44250697646678, 127.28792900461714 36.44168076130268, 127.28793406861618 36.44124711204901), (127.2879775367636 36.43809413687561, 127.287992406381 36.43707569751192), (127.28801172720583 36.43594128711377, 127.28802911983723 36.43375317537811, 127.28803219680916 36.43329328091012))"
3402641,241,"MULTILINESTRING ((127.36657510415178 36.304558033240625, 127.36674065209544 36.304629251272736, 127.3666765519787 36.30476609802891), (127.36912096505277 36.30544528887551, 127.3703555282141 36.30586957618695, 127.37052098441693 36.30593070207976, 127.37058746518808 36.30595778702083, 127.37099099966527 36.30611328953499, 127.37125521582604 36.30621987803706))"
3402642,41,"LINESTRING (127.36804634226696 36.30526106159941, 127.36785321844057 36.30519940982402, 127.36761950145551 36.30511334267628)"
3402821,39,"LINESTRING (127.32583540560204 36.29604587830993, 127.32600993695516 36.29591488543937, 127.32588193478117 36.29578443491537)"
3402822,43,"MULTILINESTRING ((127.32601209218609 36.29621350443917, 127.32583540560204 36.29604587830993), (127.33092262015094 36.298041438586715, 127.33075378433014 36.29815466120244))"
3402841,481,"MULTILINESTRING ((127.32457255998912 36.28619540114027, 127.32382119663845 36.286311747432066, 127.32364414767481 36.28634657663666, 127.32350217587297 36.28638200806748, 127.32335874603939 36.28642784859158, 127.32321088037847 36.28649143353345, 127.32304083500871 36.286580156494274, 127.32291071349528 36.28666592182112, 127.32277172032707 36.28678717598359, 127.32266127344191 36.28689567619626, 127.32256680451259 36.28702506294246, 127.32248568465518 36.287158557108064, 127.32243228967029 36.28728691673763, 127.322374787521 36.287440948254414, 127.32232755383244 36.287591899087126, 127.32212386600526 36.28836759191571, 127.3221193467559 36.288566403010755), (127.32221898126087 36.289124252398466, 127.32224732337566 36.28924501267503, 127.3222822670275 36.28934447771552), (127.3225802343022 36.289916416469374, 127.32276164146714 36.2903086658419, 127.32283848227584 36.29052136954473))"
3402842,38,"MULTILINESTRING ((127.32230896032023 36.28942045859629, 127.3222822670275 36.28934447771552), (127.32268451859215 36.290678488246, 127.32264626689681 36.29057019567827, 127.32283848227584 36.29052136954473))"
3402981,143,"MULTILINESTRING ((127.36631642752135 36.304664196317276, 127.36599638017863 36.304575965359476, 127.36546684309147 36.30447539430524), (127.36639683765746 36.30468636386056, 127.36631642752135 36.304664196317276), (127.36638968868387 36.30449931114288, 127.36631642752135 36.304664196317276), (127.36658005966551 36.304736874679065, 127.36639683765746 36.30468636386056), (127.36657510415178 36.304558033240625, 127.36639683765746 36.30468636386056))"
3402982,165,"MULTILINESTRING ((127.36423186620176 36.30375708615835, 127.3643397365915 36.303896272027096, 127.36448598409498 36.30405491492737, 127.3646124007025 36.304111926781275, 127.3649371173974 36.30420611959138), (127.36552138768623 36.304286725610844, 127.36609945320839 36.30440739197259, 127.36638968868387 36.30449931114288))"
3403101,452,"MULTILINESTRING ((127.35531040084149 36.3022375771285, 127.35553736002421 36.302132718833164, 127.35565108153166 36.30215972229558, 127.35559805257 36.302300162714936), (127.35691127681397 36.302458958883555, 127.35803876496016 36.30274441687871, 127.35969440111876 36.30315973627718), (127.36014312256316 36.30327229888258, 127.36166516646092 36.303648407009874))"
3403102,125,"MULTILINESTRING ((127.35566990434303 36.30231776499602, 127.35559805257 36.302300162714936), (127.36008060730983 36.30343081666141, 127.35893585852182 36.30313091140032), (127.36172476041057 36.30385501440117, 127.3615972526022 36.303827122182206))"
